date,DEI
2020-01-01,3.44111433308411
2020-01-02,2.02930524737756
2020-01-03,-1.0114988426215
2020-01-04,-1.38517224556376
2020-01-05,2.87421318374505
2020-01-06,2.06368032908285
2020-01-07,0.269297108166203
2020-01-08,1.97301455460895
2020-01-09,4.69175312575148
2020-01-10,2.18015871452972
2020-01-11,3.26196635977194
2020-01-12,3.84479920586298
2020-01-13,4.05075583653911
2020-01-14,1.95304751751403
2020-01-15,2.63846724098198
2020-01-16,2.91791729836894
2020-01-17,1.10256473002875
2020-01-18,0.496812071291054
2020-01-19,2.85778514420226
2020-01-20,6.07806839859721
2020-01-21,2.80631089374794
2020-01-22,1.95289054622082
2020-01-23,4.37886347774994
2020-01-24,4.98583481156251
2020-01-25,5.05463088844192
2020-01-26,5.92978362519646
2020-01-27,4.18328912545202
2020-01-28,1.69388489709922
2020-01-29,2.93549162964268
2020-01-30,4.17811916401951
2020-01-31,2.28248950155107
2020-02-01,2.07713570757649
2020-02-02,-0.725574370246987
2020-02-03,1.01582142724698
2020-02-04,-2.12220748666688
2020-02-05,-3.02902122506441
2020-02-06,-0.100322555485287
2020-02-07,0.120940965690938
2020-02-08,-1.6927091210241
2020-02-09,-0.548067326433439
2020-02-10,2.73233351408797
2020-02-11,-0.363590062389407
2020-02-12,6.17334275001388
2020-02-13,6.94540371667414
2020-02-14,0.624346202588876
2020-02-15,1.53156494440129
2020-02-16,4.02586914719728
2020-02-17,10.169353918485
2020-02-18,3.0523431500191
2020-02-19,2.36765652471888
2020-02-20,3.77099914457624
2020-02-21,1.13254660538867
2020-02-22,3.95138800540995
2020-02-23,3.91192684921258
2020-02-24,0.853018524482321
2020-02-25,6.48701591443034
2020-02-26,2.70546147080924
2020-02-27,0.725317242066379
2020-02-28,1.95548466998789
2020-03-01,3.59512659154315
2020-03-02,4.99270971657408
2020-03-03,1.8616298067025
2020-03-04,5.42446887985942
2020-03-05,2.62264522101877
2020-03-06,5.05835395861639
2020-03-07,3.78450146361117
2020-03-08,2.33452935102449
2020-03-09,3.25257265100121
2020-03-10,4.85133849661305
2020-03-11,7.01165470318195
2020-03-12,5.75577321800275
2020-03-13,6.68699072949038
2020-03-14,-1.42151255434509
2020-03-15,2.99346713104197
2020-03-16,-0.476035927255626
2020-03-17,-1.67777440571582
2020-03-18,-4.44405380830634
2020-03-19,-14.1583487352298
2020-03-20,-14.170604770494
2020-03-21,-19.7941156482386
2020-03-22,-24.1597689508911
2020-03-23,-19.3967800601922
2020-03-24,-22.110451031483
2020-03-25,-19.5817878698928
2020-03-26,-19.7765709129017
2020-03-27,-18.2228013522439
2020-03-28,-25.9279109924811
2020-03-29,-28.5035435020512
2020-03-30,-19.3115554188765
2020-03-31,-18.1147899805528
2020-04-01,-18.441168444976
2020-04-02,-20.6465629778519
2020-04-03,-22.4789863724597
2020-04-04,-26.3910779621849
2020-04-05,-27.2578099464351
2020-04-06,-25.1327718612717
2020-04-07,-25.8192138336547
2020-04-08,-25.0365706675249
2020-04-09,-28.3722116814897
2020-04-10,-30.9395893368593
2020-04-11,-23.1798464341226
2020-04-12,-29.0089613942025
2020-04-13,-24.0204164333295
2020-04-14,-21.9464345068126
2020-04-15,-22.6735553144756
2020-04-16,-21.2151249553774
2020-04-17,-24.8691386361974
2020-04-18,-24.6791667632691
2020-04-19,-29.632382825914
2020-04-20,-25.9405235358778
2020-04-21,-20.959019582033
2020-04-22,-21.7300300956604
2020-04-23,-20.699684564749
2020-04-24,-24.1278646753428
2020-04-25,-28.7937326313393
2020-04-26,-24.5860015231879
2020-04-27,-20.3563965450003
2020-04-28,-18.1646940224069
2020-04-29,-17.5110779488279
2020-04-30,-20.4148823158259
2020-05-01,-27.2628472128984
2020-05-02,-26.3478131707552
2020-05-03,-29.8005518645047
2020-05-04,-17.1534060059688
2020-05-05,-21.9382536874318
2020-05-06,-19.332362081717
2020-05-07,-22.667096330141
2020-05-08,-20.3853310546676
2020-05-09,-25.032732641044
2020-05-10,-28.2968794453438
2020-05-11,-22.1147814339668
2020-05-12,-20.8134834351284
2020-05-13,-20.7520333166175
2020-05-14,-20.7191383139051
2020-05-15,-14.8223538875185
2020-05-16,-24.3081534598258
2020-05-17,-26.8324903233984
2020-05-18,-21.7782825471665
2020-05-19,-19.014810929299
2020-05-20,-16.2819252999188
2020-05-21,-17.4619464939411
2020-05-22,-16.3567241343515
2020-05-23,-22.1610599193556
2020-05-24,-23.0440599245072
2020-05-25,-19.1623348957039
2020-05-26,-15.2101120682682
2020-05-27,-16.8503411213514
2020-05-28,-16.2084197654914
2020-05-29,-14.9481236638662
2020-05-30,-19.2852815748396
2020-05-31,-23.238997070704
2020-06-01,-19.7137577174854
2020-06-02,-18.4807864467293
2020-06-03,-17.3871039748009
2020-06-04,-16.1048556189824
2020-06-05,-12.9862185476062
2020-06-06,-18.7682176910814
2020-06-07,-19.0599716244843
2020-06-08,-14.0610315950674
2020-06-09,-10.9739554937432
2020-06-10,-5.95313700948498
2020-06-11,-26.2571496846424
2020-06-12,-15.8286679546564
2020-06-13,-17.3879897676362
2020-06-14,-19.7472925899416
2020-06-15,-10.4971348031819
2020-06-16,-11.9670682309148
2020-06-17,-13.4994995798877
2020-06-18,-11.2748175128542
2020-06-19,-12.5967125544106
2020-06-20,-8.30362159832433
2020-06-21,-16.7540846762015
2020-06-22,-11.0014546663246
2020-06-23,-13.5659906992718
2020-06-24,-9.72948605397718
2020-06-25,-11.7915520910801
2020-06-26,-11.3403235250455
2020-06-27,-17.5008016857884
2020-06-28,-17.9985435516274
2020-06-29,-13.7826472946626
2020-06-30,-13.5669604732025
2020-07-01,-11.1399104530354
2020-07-02,-12.0519959525159
2020-07-03,-8.94815759139933
2020-07-04,-13.9412571417832
2020-07-05,-14.4441827306559
2020-07-06,-7.86698213117373
2020-07-07,-7.62881580481957
2020-07-08,-7.12336593269605
2020-07-09,-9.08859979529294
2020-07-10,-8.96407662704372
2020-07-11,-12.7371044116789
2020-07-12,-15.0893899842892
2020-07-13,-8.01587107165308
2020-07-14,-6.02272016123902
2020-07-15,-6.34611042138348
2020-07-16,-6.45555023829067
2020-07-17,-3.56358517524251
2020-07-18,-8.35974334872814
2020-07-19,-11.9854840607696
2020-07-20,-6.19685032059687
2020-07-21,-4.89395192437325
2020-07-22,-7.63466905972593
2020-07-23,-6.54975362401882
2020-07-24,-7.29212976178785
2020-07-25,-9.90697450729108
2020-07-26,-11.7045167073141
2020-07-27,-5.95383457982167
2020-07-28,-6.05037671903115
2020-07-29,-5.3362048667381
2020-07-30,-4.26269145942799
2020-07-31,-7.22291594524412
2020-08-01,-7.96821314554474
2020-08-02,-10.6527907167476
2020-08-03,-6.66171174230937
2020-08-04,-7.12070234366012
2020-08-05,-4.80605029910799
2020-08-06,-5.30682603877146
2020-08-07,-7.55550240898506
2020-08-08,-9.24053937983587
2020-08-09,-9.54282779604122
2020-08-10,-6.49862468104151
2020-08-11,-7.24386861900156
2020-08-12,-2.52739339710936
2020-08-13,-1.33248677967349
2020-08-14,-4.21871499373812
2020-08-15,-6.52785092029974
2020-08-16,4.03917679313463
2020-08-17,-3.16266435808952
2020-08-18,-8.37328540972384
2020-08-19,-3.20391200309442
2020-08-20,-2.03063899590053
2020-08-21,-6.55431892306762
2020-08-22,-5.37230996496434
2020-08-23,-3.29317204504782
2020-08-24,-5.42020022043708
2020-08-25,-4.52954630576352
2020-08-26,-2.01779749529976
2020-08-27,-2.04140844816367
2020-08-28,-4.43594169388821
2020-08-29,-3.24465195241769
2020-08-30,-4.24496288244532
2020-08-31,-4.2496296178016
2020-09-01,-6.55423589147715
2020-09-02,-4.06836592929567
2020-09-03,-4.94831443457642
2020-09-04,-1.32462858621476
2020-09-05,-5.14300384858052
2020-09-06,-3.76478905965512
2020-09-07,-1.54274965035596
2020-09-08,-1.99390848027269
2020-09-09,-2.48261676328099
2020-09-10,-3.40700063930953
2020-09-11,-3.66842637959918
2020-09-12,-3.27945064669388
2020-09-13,-3.30987331291503
2020-09-14,-3.13629991800804
2020-09-15,-3.79876018075256
2020-09-16,-2.44328796063923
2020-09-17,-1.58248290598722
2020-09-18,-1.73169027449164
2020-09-19,-2.59229098894326
2020-09-20,-5.56609974893069
2020-09-21,-1.88337018239136
2020-09-22,-2.21639504580492
2020-09-23,-0.326834089488639
2020-09-24,-3.134750893469
2020-09-25,-0.524033570894521
2020-09-26,-2.80387055603225
2020-09-27,-5.97555080395828
2020-09-28,-5.37844561972977
2020-09-29,-6.70297342457626
2020-09-30,-3.57093312725411
2020-10-01,-6.78613123159383
2020-10-02,-3.81612322517911
2020-10-03,-2.30471265136373
2020-10-04,-5.97780604447515
2020-10-05,-3.6105472921732
2020-10-06,-5.71418475965361
2020-10-07,-2.94473724128687
2020-10-08,-3.82499216447725
2020-10-09,-4.9061429528727
2020-10-10,-1.86184366924668
2020-10-11,-5.01967334474044
2020-10-12,-5.62233225952675
2020-10-13,-7.44684085345942
2020-10-14,-3.99955988290295
2020-10-15,-4.24729547045844
2020-10-16,-2.33668273038251
2020-10-17,-4.38903147534383
2020-10-18,-5.35849984136346
2020-10-19,-6.39921449205526
2020-10-20,-7.64604476335221
2020-10-21,-5.0977849826172
2020-10-22,-6.47904077036429
2020-10-23,-4.18190193160006
2020-10-24,-5.49269260397176
2020-10-25,-2.25228917671794
2020-10-26,-5.86813273100992
2020-10-27,-5.77752023817354
2020-10-28,-2.77801771646202
2020-10-29,-3.27944556160734
2020-10-30,-4.30740107162725
2020-10-31,-9.63602919724464
2020-11-01,-8.6893575574181
2020-11-02,-2.38338496333897
2020-11-03,-4.06678159526659
2020-11-04,-4.6749600732169
2020-11-05,-0.917983965541711
2020-11-06,-0.966477363567142
2020-11-07,-3.17165507416967
2020-11-08,-5.92120954914406
2020-11-09,-7.33948181598644
2020-11-10,-6.83705285540595
2020-11-11,-6.41671732985619
2020-11-12,-5.10368384769608
2020-11-13,-2.12005550524912
2020-11-14,-12.2089187006473
2020-11-15,-15.7026746371299
2020-11-16,-7.16033295483656
2020-11-17,-9.40282481759806
2020-11-18,-6.70551792685571
2020-11-19,-8.485225052352
2020-11-20,-7.32315532504716
2020-11-21,-15.942820052551
2020-11-22,-15.6166437469331
2020-11-23,-8.70472970182483
2020-11-24,-7.91784901199921
2020-11-25,-2.38472830279505
2020-11-26,-1.15907744626464
2020-11-27,3.56949750782222
2020-11-28,-9.52913810163466
2020-11-29,-14.9292683750504
2020-11-30,-13.2973990527881
2020-12-01,-14.4103237175163
2020-12-02,-3.92463388701391
2020-12-03,-1.7921687401606
2020-12-04,-0.602264135160597
2020-12-05,-6.46642023918359
2020-12-06,-8.57040984336788
2020-12-07,-10.0744063329252
2020-12-08,-12.7766365083904
2020-12-09,-0.479233424977942
2020-12-10,-2.32462186872696
2020-12-11,-3.29271531850718
2020-12-12,-8.80509506847351
2020-12-13,-8.16990550404058
2020-12-14,-2.09996634117449
2020-12-15,-1.3454936682843
2020-12-16,-2.91991075175258
2020-12-17,-0.783510801534399
2020-12-18,0.571627772454335
2020-12-19,-1.81238813410199
2020-12-20,-4.19382978775266
2020-12-21,2.33172418550445
2020-12-22,2.09433305021965
2020-12-23,3.61189465854292
2020-12-24,0.905721716961734
2020-12-25,-6.53303663201465
2020-12-26,2.33339617067647
2020-12-27,6.62002544908022
2020-12-28,-0.920436060924123
2020-12-29,4.00834413495327
2020-12-30,3.38087909081787
2020-12-31,0.290255511977553
2021-01-01,-15.8244050701732
2021-01-02,-11.9196944363319
2021-01-03,-8.78481668609786
2021-01-04,-0.0687698105209646
2021-01-05,-2.29898612404099
2021-01-06,-2.4335683549966
2021-01-07,-4.34047427063731
2021-01-08,0.207399581671325
2021-01-09,-7.53956194114555
2021-01-10,-10.1101240526359
2021-01-11,-0.110523997765794
2021-01-12,-0.443563081703461
2021-01-13,1.20872813243179
2021-01-14,2.04899541195548
2021-01-15,-6.97214514271568
2021-01-16,-11.2279582584713
2021-01-17,-11.0990566357176
2021-01-18,-6.02196311858865
2021-01-19,-10.7524481005986
2021-01-20,-10.3924426211223
2021-01-21,-10.9086356551989
2021-01-22,-9.21190756737239
2021-01-23,-13.7488494040575
2021-01-24,-14.5852077431385
2021-01-25,-5.47690795171095
2021-01-26,-11.966093107736
2021-01-27,-7.22301086469625
2021-01-28,-6.15510700878377
2021-01-29,-8.28009089386779
2021-01-30,-13.0215097650839
2021-01-31,-17.964124711318
2021-02-01,-5.22948870510735
2021-02-02,-7.47111167288609
2021-02-03,-9.39671925963997
2021-02-04,-7.86193141519076
2021-02-05,-5.41015270472729
2021-02-06,-10.9252276800905
2021-02-07,-7.55059776104377
2021-02-08,-5.22331889085519
2021-02-09,-6.7077387633174
2021-02-10,-7.03958770815168
2021-02-11,-7.13531721181744
2021-02-12,-5.86070649604462
2021-02-13,-9.6424588105962
2021-02-14,-11.4883982900802
2021-02-15,-5.5174626732258
2021-02-16,5.50747006655366
2021-02-17,-8.18513750577191
2021-02-18,-7.41966658206369
2021-02-19,-4.23441200705896
2021-02-20,-6.42411263373731
2021-02-21,-12.2383566502665
2021-02-22,-4.08880456848172
2021-02-23,-6.39544435818214
2021-02-24,-3.10340098035899
2021-02-25,-7.29435568183352
2021-02-26,-2.20795455311691
2021-02-27,-4.65520042740069
2021-02-28,-16.5733943528575
2021-03-01,-6.85167714875477
2021-03-02,-7.66554139167732
2021-03-03,-9.69600356831278
2021-03-04,-8.47646240915835
2021-03-05,-7.54611319338198
2021-03-06,-13.2008347792169
2021-03-07,-17.4780371001361
2021-03-08,-9.48848094924698
2021-03-09,-7.8398380039685
2021-03-10,-8.70890205484766
2021-03-11,-10.3775978785083
2021-03-12,-11.526654247393
2021-03-13,-9.92297110385667
2021-03-14,-14.4822447630219
2021-03-15,-5.63339721540209
2021-03-16,-4.69398173168356
2021-03-17,-1.85102451058524
2021-03-18,-0.856386282874664
2021-03-19,13.1881460093059
2021-03-20,11.0397488163113
2021-03-21,13.9114983570621
2021-03-22,17.7655599201704
2021-03-23,37.137222328369
2021-03-24,35.432851650932
2021-03-25,29.3369271376369
2021-03-26,29.6719112566484
2021-03-27,18.2131603514629
2021-03-28,26.7055196328398
2021-03-29,29.6342691089542
2021-03-30,28.7271758869231
2021-03-31,16.0995847940683
2021-04-01,23.5991568488324
2021-04-02,17.3857427489948
2021-04-03,29.9641344210608
2021-04-04,24.8374201566949
2021-04-05,23.3330195064895
2021-04-06,34.1877053282102
2021-04-07,31.1693348984739
2021-04-08,38.1713934762368
2021-04-09,39.3886327252166
2021-04-10,43.4935329773284
2021-04-11,22.6013154894296
2021-04-12,37.3586233140659
2021-04-13,44.2826467222701
2021-04-14,24.6531047900589
2021-04-15,32.9521583949601
2021-04-16,25.0191942226983
2021-04-17,24.6547811077423
2021-04-18,26.0362062947235
2021-04-19,30.3552589263318
2021-04-20,26.2748782092102
2021-04-21,22.1908447556266
2021-04-22,37.746051140214
2021-04-23,26.5980971388351
2021-04-24,28.991961769026
2021-04-25,24.3151891507274
2021-04-26,35.3772179028607
2021-04-27,32.0380680718564
2021-04-28,29.3445913467358
2021-04-29,26.8946378234347
2021-04-30,28.1994972235327
2021-05-01,41.3718794044568
2021-05-02,33.3284543997244
2021-05-03,38.98170898675
2021-05-04,22.4416545648998
2021-05-05,29.5640652804885
2021-05-06,24.1619943734474
2021-05-07,29.6816327811258
2021-05-08,21.3298320576192
2021-05-09,36.5168286624694
2021-05-10,44.4978047263561
2021-05-11,26.2739927176625
2021-05-12,26.57232752108
2021-05-13,24.9671120424841
2021-05-14,28.3743451911442
2021-05-15,32.7596113093361
2021-05-16,38.8305141899492
2021-05-17,39.7612910567859
2021-05-18,29.8861199935087
2021-05-19,23.2067215452153
2021-05-20,20.1343339520407
2021-05-21,21.5595092355566
2021-05-22,26.1986303455171
2021-05-23,20.4419573421979
2021-05-24,31.9704620025829
2021-05-25,22.9112366455449
2021-05-26,19.7889490446626
2021-05-27,20.9240338934368
2021-05-28,19.2664610501151
2021-05-29,15.5514845951233
2021-05-30,22.4405247799805
2021-05-31,32.4243628754801
2021-06-01,24.2558987249392
2021-06-02,26.0735850478415
2021-06-03,5.39893657254742
2021-06-04,14.0396693613194
2021-06-05,12.6230632759359
2021-06-06,16.8954140992288
2021-06-07,23.9013467798032
2021-06-08,17.0924006508884
2021-06-09,20.3108979344783
2021-06-10,14.6030399783086
2021-06-11,33.6169769040919
2021-06-12,16.0363959955886
2021-06-13,22.7096213366821
2021-06-14,35.1297043728499
2021-06-15,15.2304926661868
2021-06-16,17.4153428942264
2021-06-17,18.7696559941423
2021-06-18,14.400182797669
2021-06-19,9.89214020180679
2021-06-20,12.4817936733872
2021-06-21,22.0367721118423
2021-06-22,17.8967578471407
2021-06-23,17.6985702379158
2021-06-24,13.3721866353454
2021-06-25,15.9946983525851
2021-06-26,12.9466325819153
2021-06-27,15.7044486787073
2021-06-28,22.703977237126
2021-06-29,18.2655836787729
2021-06-30,15.9163599970201
2021-07-01,14.5654564266875
2021-07-02,21.1289455204682
2021-07-03,10.719971384659
2021-07-04,19.269464694816
2021-07-05,18.7150411179455
2021-07-06,15.869331749524
2021-07-07,7.08784714026206
2021-07-08,7.18034460970676
2021-07-09,15.4019091499084
2021-07-10,7.54331469052775
2021-07-11,7.99805905600587
2021-07-12,12.9749397607886
2021-07-13,7.91149034875344
2021-07-14,3.25951324975006
2021-07-15,4.33765611284218
2021-07-16,13.150169637017
2021-07-17,-0.894048381721558
2021-07-18,-4.10962666265067
2021-07-19,8.51134876424388
2021-07-20,6.0474031155236
2021-07-21,4.30394764918594
2021-07-22,5.04766560752507
2021-07-23,5.41930843176377
2021-07-24,2.44233677625464
2021-07-25,2.70236303957334
2021-07-26,8.53352450602333
2021-07-27,5.47774449431036
2021-07-28,7.34256789231226
2021-07-29,4.88240159311046
2021-07-30,4.90274383374961
2021-07-31,6.2595190984169
2021-08-01,13.2810274567534
2021-08-02,8.27337026654582
2021-08-03,4.62758924917449
2021-08-04,5.93904950979855
2021-08-05,7.85207130698296
2021-08-06,6.60687233732401
2021-08-07,7.05435431569279
2021-08-08,7.30556170740067
2021-08-09,13.6210205840827
2021-08-10,6.72959279795137
2021-08-11,6.84800562621743
2021-08-12,5.61010766298128
2021-08-13,5.92624824449746
2021-08-14,10.4253786005641
2021-08-15,13.7753563406313
2021-08-16,4.48869709165692
2021-08-17,5.22883174223772
2021-08-18,6.59377471871817
2021-08-19,8.64215272667275
2021-08-20,5.08338109020255
2021-08-21,12.6834682194993
2021-08-22,10.2975263831291
2021-08-23,6.18786851253864
2021-08-24,5.32520087529357
2021-08-25,5.93019967271347
2021-08-26,1.18960774489315
2021-08-27,2.45376679814549
2021-08-28,4.96474004313426
2021-08-29,5.43648486640164
2021-08-30,6.13319107727807
2021-08-31,5.83930941617443
2021-09-01,5.45553994271356
2021-09-02,5.14628380073868
2021-09-03,4.27640398213644
2021-09-04,1.34989821860137
2021-09-05,7.59023477256044
2021-09-06,7.57596789909995
2021-09-07,4.97207957564649
2021-09-08,5.01979738599225
2021-09-09,5.44420141822148
2021-09-10,4.02404064157671
2021-09-11,5.95495793478845
2021-09-12,7.04337903372306
2021-09-13,3.94609125098693
2021-09-14,3.8698961727101
2021-09-15,2.74057045702016
2021-09-16,2.50357526189571
2021-09-17,5.09352669739335
2021-09-18,2.91041289217401
2021-09-19,8.1623801525411
2021-09-20,13.7389854862238
2021-09-21,7.3400229809988
2021-09-22,6.50859044362188
2021-09-23,3.81970941456966
2021-09-24,6.46059791819553
2021-09-25,3.99920382614994
2021-09-26,4.65978030439403
2021-09-27,7.66478227931343
2021-09-28,8.06366818569725
2021-09-29,6.30384780427396
2021-09-30,3.52383256337782
2021-10-01,7.63238853968044
2021-10-02,7.03777419512766
2021-10-03,0.105523621955555
2021-10-04,4.90261226399097
2021-10-05,9.1587776417546
2021-10-06,4.03911613217278
2021-10-07,3.57771586816857
2021-10-08,4.21751316047
2021-10-09,5.03707132754425
2021-10-10,1.62674599261673
2021-10-11,7.44246886921759
2021-10-12,4.85241655907977
2021-10-13,6.52801437070792
2021-10-14,3.91750146129012
2021-10-15,4.60074498721788
2021-10-16,4.562288151253
2021-10-17,7.47172619742442
2021-10-18,5.51275167380776
2021-10-19,5.78681250944771
2021-10-20,4.76485311368989
2021-10-21,0.848276758542147
2021-10-22,7.35677426548358
2021-10-23,4.50372749923449
2021-10-24,6.78750029986718
2021-10-25,2.40133180389692
2021-10-26,3.63806221135956
2021-10-27,1.14283024139768
2021-10-28,2.62928187825151
2021-10-29,7.529739145592
2021-10-30,6.09583456971433
2021-10-31,8.68918645981407
2021-11-01,13.1886589536711
2021-11-02,3.63326568363272
2021-11-03,4.77781238935059
2021-11-04,5.00110970015493
2021-11-05,4.73380070518563
2021-11-06,7.94928297109492
2021-11-07,8.63058834762192
2021-11-08,7.61321800315628
2021-11-09,6.69513951335604
2021-11-10,6.49728940808289
2021-11-11,6.7526934934952
2021-11-12,5.57001224427742
2021-11-13,5.02240512241098
2021-11-14,21.4224499104768
2021-11-15,13.9790015758983
2021-11-16,6.30264557091837
2021-11-17,8.43234948883807
2021-11-18,6.33180711085836
2021-11-19,8.4552216381287
2021-11-20,4.26904783250199
2021-11-21,23.9029197972604
2021-11-22,14.5649796042176
2021-11-23,8.75176392820925
2021-11-24,7.52224540836548
2021-11-25,6.83002861584588
2021-11-26,10.5075787816443
2021-11-27,4.05811746292899
2021-11-28,21.2753661851598
2021-11-29,15.6130112927054
2021-11-30,18.3908060487141
2021-12-01,23.069125621067
2021-12-02,6.08559213666354
2021-12-03,4.49056992814792
2021-12-04,5.03448309807558
2021-12-05,15.8480582161274
2021-12-06,0.626564988535475
2021-12-07,14.0398117269858
2021-12-08,19.2175681894306
2021-12-09,-0.421424681333962
2021-12-10,1.21420318853507
2021-12-11,0.587618861617709
2021-12-12,9.33362237397241
2021-12-13,13.1128861910748
2021-12-14,4.3874538170932
2021-12-15,3.21506369578395
2021-12-16,1.35734447305787
2021-12-17,2.00726568863408
2021-12-18,2.32620641016339
2021-12-19,7.49685788874091
2021-12-20,11.815847421633
2021-12-21,2.75365830253063
2021-12-22,-1.51766915088914
2021-12-23,-1.30601861941795
2021-12-24,1.37195582802324
2021-12-25,6.17853932159164
2021-12-26,10.9392554274004
2021-12-27,1.88804821618855
2021-12-28,2.32569709556908
2021-12-29,-2.21518948686985
2021-12-30,-1.83157534757921
2021-12-31,-2.15270545745528
2022-01-01,0.469835713146958
2022-01-02,2.01036905293603
2022-01-03,7.01541549453026
2022-01-04,0.791884495765488
2022-01-05,-2.47794583026992
2022-01-06,0.442515931744605
2022-01-07,-0.539673377279787
2022-01-08,-7.00154400970125
2022-01-09,5.22852802199958
2022-01-10,4.03184764340379
2022-01-11,-3.33233814835965
2022-01-12,-4.72033857318563
2022-01-13,-3.16813707154923
2022-01-14,-2.77441390174988
2022-01-15,3.97510892735893
2022-01-16,4.26970476904529
2022-01-17,3.21626300987754
2022-01-18,6.96858718767424
2022-01-19,7.8594496714333
2022-01-20,9.91223290004315
